frame,gt_eyes_on_road,gt_eyes_off_road,gt_eyes_not_visible,gt_data_quality_problem,gt_unusual_event,pred_eyes_on_road,pred_eyes_off_road,pred_eyes_not_visible,pred_data_quality_problem,episodes_40s_episode_nr,gt_episodes_40s_time_buffer,gt_episodes_40s_is_distracted,pred_episodes_40s_time_buffer,pred_episodes_40s_is_distracted
1505,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1506,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1507,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1508,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1509,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1510,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1511,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1512,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1513,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1514,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1515,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1516,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1517,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1518,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1519,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1520,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1521,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1522,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1523,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1524,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1525,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1526,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1527,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1528,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1529,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1530,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1531,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1532,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1533,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1534,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1535,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1536,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1537,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1538,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1539,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1540,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1541,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1542,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1543,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1544,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1545,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1546,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1547,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1548,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1549,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1550,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1551,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1552,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1553,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1554,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1555,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1556,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1557,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1558,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1559,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1560,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1561,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1562,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1563,1,0,0,0,0,1.0,0.0,0,0,1,2.0,0,2.0,0
1564,0,1,0,0,0,0.0,1.0,0,0,1,1.96,0,1.96,0
1565,0,1,0,0,0,0.0,1.0,0,0,1,1.92,0,1.92,0
1566,0,1,0,0,0,0.0,1.0,0,0,1,1.88,0,1.88,0
1567,0,1,0,0,0,0.0,1.0,0,0,1,1.84,0,1.84,0
1568,0,1,0,0,0,0.0,1.0,0,0,1,1.7999999999999998,0,1.7999999999999998,0
1569,0,1,0,0,0,0.0,1.0,0,0,1,1.7599999999999998,0,1.7599999999999998,0
1570,0,1,0,0,0,0.0,1.0,0,0,1,1.7199999999999998,0,1.7199999999999998,0
1571,0,1,0,0,0,0.0,1.0,0,0,1,1.6799999999999995,0,1.6799999999999995,0
1572,0,1,0,0,0,0.0,1.0,0,0,1,1.6399999999999997,0,1.6399999999999997,0
1573,0,1,0,0,0,0.0,1.0,0,0,1,1.5999999999999996,0,1.5999999999999996,0
1574,0,1,0,0,0,0.0,1.0,0,0,1,1.5599999999999996,0,1.5599999999999996,0
1575,0,1,0,0,0,0.0,1.0,0,0,1,1.5199999999999996,0,1.5199999999999996,0
1576,0,1,0,0,0,0.0,1.0,0,0,1,1.4799999999999995,0,1.4799999999999995,0
1577,0,1,0,0,0,0.0,1.0,0,0,1,1.4399999999999995,0,1.4399999999999995,0
1578,0,1,0,0,0,0.0,1.0,0,0,1,1.3999999999999997,0,1.3999999999999997,0
1579,0,1,0,0,0,0.0,1.0,0,0,1,1.3599999999999994,0,1.3599999999999994,0
1580,0,1,0,0,0,0.0,1.0,0,0,1,1.3199999999999994,0,1.3199999999999994,0
1581,0,1,0,0,0,0.0,1.0,0,0,1,1.2799999999999994,0,1.2799999999999994,0
1582,1,0,0,0,0,1.0,0.0,0,0,1,1.2799999999999994,0,1.2799999999999994,0
1583,1,0,0,0,0,1.0,0.0,0,0,1,1.2799999999999994,0,1.2799999999999994,0
1584,1,0,0,0,0,1.0,0.0,0,0,1,1.2799999999999994,0,1.2799999999999994,0
1585,1,0,0,0,0,1.0,0.0,0,0,1,1.3199999999999994,0,1.3199999999999994,0
1586,1,0,0,0,0,1.0,0.0,0,0,1,1.3599999999999994,0,1.3599999999999994,0
1587,1,0,0,0,0,1.0,0.0,0,0,1,1.3999999999999997,0,1.3999999999999997,0
1588,1,0,0,0,0,0.0,1.0,0,0,1,1.4399999999999995,0,1.3599999999999994,0
1589,1,0,0,0,0,0.0,1.0,0,0,1,1.4799999999999995,0,1.3199999999999994,0
1590,0,1,0,0,0,0.0,1.0,0,0,1,1.4399999999999995,0,1.2799999999999994,0
1591,0,1,0,0,0,0.0,1.0,0,0,1,1.3999999999999997,0,1.239999999999999,0
1592,0,1,0,0,0,0.0,1.0,0,0,1,1.3599999999999994,0,1.1999999999999993,0
1593,0,1,0,0,0,0.0,1.0,0,0,1,1.3199999999999994,0,1.1599999999999993,0
1594,0,1,0,0,0,0.0,1.0,0,0,1,1.2799999999999994,0,1.1199999999999992,0
1595,0,1,0,0,0,0.0,1.0,0,0,1,1.239999999999999,0,1.0799999999999992,0
1596,0,1,0,0,0,0.0,1.0,0,0,1,1.1999999999999993,0,1.0399999999999991,0
1597,0,1,0,0,0,0.0,1.0,0,0,1,1.1599999999999993,0,0.9999999999999992,0
1598,0,1,0,0,0,0.0,1.0,0,0,1,1.1199999999999992,0,0.9599999999999992,0
1599,0,1,0,0,0,0.0,1.0,0,0,1,1.0799999999999992,0,0.9199999999999989,0
1600,1,0,0,0,0,1.0,0.0,0,0,1,1.0799999999999992,0,0.9199999999999989,0
1601,1,0,0,0,0,1.0,0.0,0,0,1,1.0799999999999992,0,0.9199999999999989,0
1602,1,0,0,0,0,1.0,0.0,0,0,1,1.0799999999999992,0,0.9199999999999989,0
1603,1,0,0,0,0,1.0,0.0,0,0,1,1.1199999999999992,0,0.9599999999999992,0
1604,1,0,0,0,0,1.0,0.0,0,0,1,1.1599999999999993,0,0.9999999999999992,0
1605,1,0,0,0,0,1.0,0.0,0,0,1,1.1999999999999993,0,1.0399999999999991,0
1606,1,0,0,0,0,1.0,0.0,0,0,1,1.239999999999999,0,1.0799999999999992,0
1607,1,0,0,0,0,1.0,0.0,0,0,1,1.2799999999999994,0,1.1199999999999992,0
1608,1,0,0,0,0,1.0,0.0,0,0,1,1.3199999999999994,0,1.1599999999999993,0
1609,1,0,0,0,0,1.0,0.0,0,0,1,1.3599999999999994,0,1.1999999999999993,0
1610,1,0,0,0,0,1.0,0.0,0,0,1,1.3999999999999997,0,1.239999999999999,0
1611,1,0,0,0,0,1.0,0.0,0,0,1,1.4399999999999995,0,1.2799999999999994,0
1612,1,0,0,0,0,1.0,0.0,0,0,1,1.4799999999999995,0,1.3199999999999994,0
1613,1,0,0,0,0,1.0,0.0,0,0,1,1.5199999999999996,0,1.3599999999999994,0
1614,1,0,0,0,0,1.0,0.0,0,0,1,1.5599999999999996,0,1.3999999999999997,0
1615,1,0,0,0,0,1.0,0.0,0,0,1,1.5999999999999996,0,1.4399999999999995,0
1616,1,0,0,0,0,1.0,0.0,0,0,1,1.6399999999999997,0,1.4799999999999995,0
1617,1,0,0,0,0,1.0,0.0,0,0,1,1.6799999999999995,0,1.5199999999999996,0
1618,1,0,0,0,0,1.0,0.0,0,0,1,1.7199999999999998,0,1.5599999999999996,0
1619,0,1,0,0,0,0.0,1.0,0,0,1,1.6799999999999995,0,1.5199999999999996,0
1620,0,1,0,0,0,0.0,1.0,0,0,1,1.6399999999999997,0,1.4799999999999995,0
1621,0,1,0,0,0,0.0,1.0,0,0,1,1.5999999999999996,0,1.4399999999999995,0
1622,0,1,0,0,0,0.0,1.0,0,0,1,1.5599999999999996,0,1.3999999999999997,0
1623,0,1,0,0,0,0.0,1.0,0,0,1,1.5199999999999996,0,1.3599999999999994,0
1624,0,1,0,0,0,0.0,1.0,0,0,1,1.4799999999999995,0,1.3199999999999994,0
1625,0,1,0,0,0,0.0,1.0,0,0,1,1.4399999999999995,0,1.2799999999999994,0
1626,0,1,0,0,0,0.0,1.0,0,0,1,1.3999999999999997,0,1.239999999999999,0
1627,0,1,0,0,0,0.0,1.0,0,0,1,1.3599999999999994,0,1.1999999999999993,0
1628,0,1,0,0,0,0.0,1.0,0,0,1,1.3199999999999994,0,1.1599999999999993,0
1629,0,1,0,0,0,0.0,1.0,0,0,1,1.2799999999999994,0,1.1199999999999992,0
1630,0,1,0,0,0,0.0,1.0,0,0,1,1.239999999999999,0,1.0799999999999992,0
1631,0,1,0,0,0,0.0,1.0,0,0,1,1.1999999999999993,0,1.0399999999999991,0
1632,0,1,0,0,0,0.0,1.0,0,0,1,1.1599999999999993,0,0.9999999999999992,0
1633,0,1,0,0,0,0.0,1.0,0,0,1,1.1199999999999992,0,0.9599999999999992,0
1634,0,1,0,0,0,0.0,1.0,0,0,1,1.0799999999999992,0,0.9199999999999989,0
1635,0,1,0,0,0,0.0,1.0,0,0,1,1.0399999999999991,0,0.879999999999999,0
1636,0,1,0,0,0,0.0,1.0,0,0,1,0.9999999999999992,0,0.839999999999999,0
1637,0,1,0,0,0,0.0,1.0,0,0,1,0.9599999999999992,0,0.7999999999999989,0
1638,0,1,0,0,0,0.0,1.0,0,0,1,0.9199999999999989,0,0.7599999999999989,0
1639,0,1,0,0,0,0.0,1.0,0,0,1,0.879999999999999,0,0.7199999999999989,0
1640,0,1,0,0,0,0.0,1.0,0,0,1,0.839999999999999,0,0.6799999999999988,0
1641,0,1,0,0,0,0.0,1.0,0,0,1,0.7999999999999989,0,0.6399999999999988,0
1642,0,1,0,0,0,0.0,1.0,0,0,1,0.7599999999999989,0,0.5999999999999988,0
1643,0,1,0,0,0,0.0,1.0,0,0,1,0.7199999999999989,0,0.5599999999999987,0
1644,0,1,0,0,0,0.0,1.0,0,0,1,0.6799999999999988,0,0.5199999999999987,0
1645,0,1,0,0,0,0.0,1.0,0,0,1,0.6399999999999988,0,0.4799999999999987,0
1646,0,1,0,0,0,0.0,1.0,0,0,1,0.5999999999999988,0,0.4399999999999987,0
1647,1,0,0,0,0,1.0,0.0,0,0,1,0.5999999999999988,0,0.4399999999999987,0
1648,1,0,0,0,0,1.0,0.0,0,0,1,0.5999999999999988,0,0.4399999999999987,0
1649,1,0,0,0,0,1.0,0.0,0,0,1,0.5999999999999988,0,0.4399999999999987,0
1650,1,0,0,0,0,1.0,0.0,0,0,1,0.6399999999999988,0,0.4799999999999987,0
1651,1,0,0,1,0,1.0,0.0,0,0,1,0.6799999999999988,0,0.5199999999999987,0
1652,1,0,0,1,0,1.0,0.0,0,0,1,0.7199999999999989,0,0.5599999999999987,0
1653,1,0,0,1,0,1.0,0.0,0,0,1,0.7599999999999989,0,0.5999999999999988,0
1654,1,0,0,1,0,1.0,0.0,0,0,1,0.7999999999999989,0,0.6399999999999988,0
1655,1,0,0,1,0,1.0,0.0,0,0,1,0.839999999999999,0,0.6799999999999988,0
1656,1,0,0,1,0,1.0,0.0,0,0,1,0.879999999999999,0,0.7199999999999989,0
1657,1,0,0,1,0,1.0,0.0,0,0,1,0.9199999999999989,0,0.7599999999999989,0
1658,1,0,0,1,0,1.0,0.0,0,0,1,0.9599999999999992,0,0.7999999999999989,0
1659,1,0,0,1,0,0.0,1.0,0,0,1,0.9999999999999992,0,0.7599999999999989,0
1660,0,1,0,0,0,0.0,1.0,0,0,1,0.9599999999999992,0,0.7199999999999989,0
1661,0,1,0,1,0,0.0,1.0,0,0,1,0.9199999999999989,0,0.6799999999999988,0
1662,0,1,0,1,0,0.0,1.0,0,0,1,0.879999999999999,0,0.6399999999999988,0
1663,0,1,0,1,0,0.0,1.0,0,0,1,0.839999999999999,0,0.5999999999999988,0
1664,0,1,0,1,0,0.0,1.0,0,0,1,0.7999999999999989,0,0.5599999999999987,0
1665,0,1,0,1,0,0.0,1.0,0,0,1,0.7599999999999989,0,0.5199999999999987,0
1666,0,1,0,1,0,0.0,1.0,0,0,1,0.7199999999999989,0,0.4799999999999987,0
1667,0,1,0,1,0,0.0,1.0,0,0,1,0.6799999999999988,0,0.4399999999999987,0
1668,0,1,0,1,0,0.0,1.0,0,0,1,0.6399999999999988,0,0.3999999999999988,0
1669,0,1,0,1,0,0.0,1.0,0,0,1,0.5999999999999988,0,0.3599999999999988,0
1670,0,1,0,1,0,0.0,1.0,0,0,1,0.5599999999999987,0,0.3199999999999988,0
1671,0,1,0,1,0,0.0,1.0,0,0,1,0.5199999999999987,0,0.2799999999999988,0
1672,0,1,0,1,0,0.0,1.0,0,0,1,0.4799999999999987,0,0.2399999999999988,0
1673,0,1,0,1,0,0.0,1.0,0,0,1,0.4399999999999987,0,0.1999999999999988,0
1674,0,1,0,1,0,0.0,1.0,0,0,1,0.3999999999999988,0,0.15999999999999878,0
1675,0,1,0,1,0,0.0,1.0,0,0,1,0.3599999999999988,0,0.11999999999999875,0
1676,0,1,0,1,0,0.0,1.0,0,0,1,0.3199999999999988,0,0.07999999999999878,0
1677,0,1,0,1,0,0.0,1.0,0,0,1,0.2799999999999988,0,0.039999999999998766,0
1678,0,1,0,1,0,0.0,1.0,0,0,1,0.2399999999999988,0,0.0,1
1679,0,1,0,1,0,0.0,1.0,0,0,1,0.1999999999999988,0,0.0,1
1680,0,1,0,1,0,0.0,1.0,0,0,1,0.15999999999999878,0,0.0,1
1681,0,1,0,0,0,0.0,1.0,0,0,1,0.11999999999999875,0,0.0,1
1682,0,1,0,0,0,0.0,1.0,0,0,1,0.07999999999999878,0,0.0,1
1683,0,1,0,0,0,0.0,1.0,0,0,1,0.039999999999998766,0,0.0,1
1684,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1685,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1686,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1687,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1688,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1689,1,0,0,0,0,1.0,0.0,0,0,1,0.0,1,0.0,1
1690,1,0,0,0,0,1.0,0.0,0,0,1,0.0,1,0.0,1
1691,1,0,0,0,0,1.0,0.0,0,0,1,0.0,1,0.0,1
1692,1,0,0,0,0,1.0,0.0,0,0,1,0.04,0,0.04,0
1693,1,0,0,0,0,1.0,0.0,0,0,1,0.08,0,0.08,0
1694,1,0,0,0,0,1.0,0.0,0,0,1,0.12,0,0.12,0
1695,1,0,0,0,0,1.0,0.0,0,0,1,0.16,0,0.16,0
1696,1,0,0,0,0,1.0,0.0,0,0,1,0.2,0,0.2,0
1697,1,0,0,0,0,1.0,0.0,0,0,1,0.24,0,0.24,0
1698,1,0,0,0,0,1.0,0.0,0,0,1,0.28,0,0.28,0
1699,0,1,0,0,0,0.0,1.0,0,0,1,0.24,0,0.24,0
1700,0,1,0,0,0,0.0,1.0,0,0,1,0.2,0,0.2,0
1701,0,1,0,0,0,0.0,1.0,0,0,1,0.16,0,0.16,0
1702,0,1,0,0,0,0.0,1.0,0,0,1,0.12,0,0.12,0
1703,0,1,0,0,0,0.0,1.0,0,0,1,0.07999999999999999,0,0.07999999999999999,0
1704,0,1,0,0,0,0.0,1.0,0,0,1,0.03999999999999999,0,0.03999999999999999,0
1705,0,1,0,1,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1706,0,1,0,1,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1707,0,1,0,1,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1708,0,1,0,1,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1709,0,1,0,1,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1710,0,1,0,1,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1711,0,1,0,1,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1712,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1713,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1714,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1715,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1716,0,1,0,1,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1717,1,0,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1718,1,0,0,1,0,1.0,0.0,0,0,1,0.0,1,0.0,1
1719,1,0,0,0,0,1.0,0.0,0,0,1,0.0,1,0.0,1
1720,1,0,0,0,0,1.0,0.0,0,0,1,0.04,0,0.0,1
1721,1,0,0,0,0,1.0,0.0,0,0,1,0.08,0,0.04,0
1722,1,0,0,0,0,1.0,0.0,0,0,1,0.12,0,0.08,0
1723,1,0,0,0,0,1.0,0.0,0,0,1,0.16,0,0.12,0
1724,1,0,0,0,0,1.0,0.0,0,0,1,0.2,0,0.16,0
1725,1,0,0,0,0,1.0,0.0,0,0,1,0.24,0,0.2,0
1726,1,0,0,0,0,1.0,0.0,0,0,1,0.28,0,0.24,0
1727,1,0,0,0,0,1.0,0.0,0,0,1,0.32,0,0.28,0
1728,1,0,0,0,0,1.0,0.0,0,0,1,0.36,0,0.32,0
1729,1,0,0,0,0,1.0,0.0,0,0,1,0.4,0,0.36,0
1730,1,0,0,0,0,1.0,0.0,0,0,1,0.44,0,0.4,0
1731,1,0,0,0,0,1.0,0.0,0,0,1,0.4799999999999999,0,0.44,0
1732,1,0,0,0,0,1.0,0.0,0,0,1,0.5199999999999999,0,0.4799999999999999,0
1733,1,0,0,0,0,1.0,0.0,0,0,1,0.5599999999999999,0,0.5199999999999999,0
1734,1,0,0,0,0,1.0,0.0,0,0,1,0.6,0,0.5599999999999999,0
1735,1,0,0,0,0,1.0,0.0,0,0,1,0.64,0,0.6,0
1736,1,0,0,0,0,1.0,0.0,0,0,1,0.68,0,0.64,0
1737,1,0,0,0,0,1.0,0.0,0,0,1,0.7200000000000001,0,0.68,0
1738,1,0,0,0,0,1.0,0.0,0,0,1,0.7600000000000001,0,0.7200000000000001,0
1739,1,0,0,0,0,1.0,0.0,0,0,1,0.8000000000000002,0,0.7600000000000001,0
1740,1,0,0,0,0,1.0,0.0,0,0,1,0.8400000000000002,0,0.8000000000000002,0
1741,0,1,0,1,0,0.0,1.0,0,0,1,0.8000000000000002,0,0.7600000000000001,0
1742,0,1,0,0,0,0.0,1.0,0,0,1,0.7600000000000001,0,0.7200000000000001,0
1743,0,1,0,1,0,0.0,1.0,0,0,1,0.7200000000000001,0,0.68,0
1744,0,1,0,1,0,0.0,1.0,0,0,1,0.68,0,0.64,0
1745,0,1,0,1,0,0.0,1.0,0,0,1,0.64,0,0.6,0
1746,0,1,0,1,0,0.0,1.0,0,0,1,0.6,0,0.5599999999999999,0
1747,0,1,0,1,0,0.0,1.0,0,0,1,0.5599999999999999,0,0.5199999999999999,0
1748,0,1,0,1,0,0.0,1.0,0,0,1,0.5199999999999999,0,0.4799999999999999,0
1749,0,1,0,1,0,0.0,1.0,0,0,1,0.4799999999999999,0,0.44,0
1750,0,1,0,1,0,0.0,1.0,0,0,1,0.44,0,0.4,0
1751,0,1,0,1,0,0.0,1.0,0,0,1,0.4,0,0.36,0
1752,0,1,0,1,0,0.0,1.0,0,0,1,0.36,0,0.32,0
1753,0,1,0,1,0,0.0,1.0,0,0,1,0.32,0,0.28,0
1754,0,1,0,1,0,0.0,1.0,0,0,1,0.28,0,0.24,0
1755,0,1,0,0,0,0.0,1.0,0,0,1,0.24,0,0.2,0
1756,0,1,0,0,0,0.0,1.0,0,0,1,0.2,0,0.16,0
1757,0,1,0,0,0,0.0,1.0,0,0,1,0.16,0,0.12,0
1758,0,1,0,0,0,0.0,1.0,0,0,1,0.12,0,0.07999999999999999,0
1759,0,1,0,0,0,0.0,1.0,0,0,1,0.07999999999999999,0,0.03999999999999999,0
1760,0,1,0,0,0,0.0,1.0,0,0,1,0.03999999999999999,0,0.0,1
1761,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1762,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1763,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1764,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1765,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1766,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1767,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1768,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1769,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1770,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1771,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1772,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1773,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1774,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1775,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1776,1,0,0,0,0,1.0,0.0,0,0,1,0.0,1,0.0,1
1777,1,0,0,0,0,1.0,0.0,0,0,1,0.0,1,0.0,1
1778,1,0,0,0,0,1.0,0.0,0,0,1,0.0,1,0.0,1
1779,1,0,0,0,0,1.0,0.0,0,0,1,0.04,0,0.04,0
1780,1,0,0,0,0,1.0,0.0,0,0,1,0.08,0,0.08,0
1781,1,0,0,0,0,1.0,0.0,0,0,1,0.12,0,0.12,0
1782,1,0,0,0,0,1.0,0.0,0,0,1,0.16,0,0.16,0
1783,0,1,0,0,0,0.0,1.0,0,0,1,0.12,0,0.12,0
1784,0,1,0,0,0,0.0,1.0,0,0,1,0.07999999999999999,0,0.07999999999999999,0
1785,0,1,0,0,0,0.0,1.0,0,0,1,0.03999999999999999,0,0.03999999999999999,0
1786,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1787,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1788,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1789,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1790,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1791,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1792,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1793,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1794,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1795,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1796,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1797,0,1,0,0,0,0.0,1.0,0,0,1,0.0,1,0.0,1
1798,1,0,0,0,0,1.0,0.0,0,0,1,0.0,1,0.0,1
1799,1,0,0,0,0,1.0,0.0,0,0,1,0.0,1,0.0,1
1800,1,0,0,0,0,1.0,0.0,0,0,1,0.0,1,0.0,1
1801,1,0,0,0,0,1.0,0.0,0,0,1,0.04,0,0.04,0
1802,1,0,0,0,0,1.0,0.0,0,0,1,0.08,0,0.08,0
1803,1,0,0,0,0,1.0,0.0,0,0,1,0.12,0,0.12,0
1804,1,0,0,0,0,1.0,0.0,0,0,1,0.16,0,0.16,0
1805,1,0,0,0,0,1.0,0.0,0,0,1,0.2,0,0.2,0
1806,1,0,0,0,0,1.0,0.0,0,0,1,0.24,0,0.24,0
1807,1,0,0,0,0,1.0,0.0,0,0,1,0.28,0,0.28,0
1808,1,0,0,0,0,1.0,0.0,0,0,1,0.32,0,0.32,0
1809,1,0,0,0,0,1.0,0.0,0,0,1,0.36,0,0.36,0
1810,1,0,0,0,0,1.0,0.0,0,0,1,0.4,0,0.4,0
1811,1,0,0,0,0,1.0,0.0,0,0,1,0.44,0,0.44,0
1812,1,0,0,0,0,1.0,0.0,0,0,1,0.4799999999999999,0,0.4799999999999999,0
1813,1,0,0,0,0,1.0,0.0,0,0,1,0.5199999999999999,0,0.5199999999999999,0
1814,1,0,0,0,0,1.0,0.0,0,0,1,0.5599999999999999,0,0.5599999999999999,0
1815,1,0,0,0,0,1.0,0.0,0,0,1,0.6,0,0.6,0
1816,1,0,0,0,0,1.0,0.0,0,0,1,0.64,0,0.64,0
1817,1,0,0,0,0,1.0,0.0,0,0,1,0.68,0,0.68,0
1818,1,0,0,0,0,1.0,0.0,0,0,1,0.7200000000000001,0,0.7200000000000001,0
1819,1,0,0,0,0,1.0,0.0,0,0,1,0.7600000000000001,0,0.7600000000000001,0
1820,1,0,0,0,0,1.0,0.0,0,0,1,0.8000000000000002,0,0.8000000000000002,0
1821,1,0,0,0,0,1.0,0.0,0,0,1,0.8400000000000002,0,0.8400000000000002,0
1822,1,0,0,0,0,1.0,0.0,0,0,1,0.8800000000000002,0,0.8800000000000002,0
